MicrobeID	Catalase	Nitrate reductase	Cytochrome c oxidase	gamma-glutamyltransferase	Alkaline phosphatase	Acid phosphatase	Sialidase	Alpha-glucosidase	Beta-glucosidase	Alpha-galactosidase	Beta-galactosidase	Beta-mannosidase	Beta-glucuronidase	Alpha-fucosidase	N-acetyl-beta-glucosaminidase	Alpha-arabinosidase	6-phospho-beta-galactosidase	Leucine arylamidase	Leucyl glycine arylamidase	Alanine arylamidase	Tripeptide aminopeptidase	Urease	Pyrazinamidase	Beta-lactamase	Arginine dihydrolase	Glutamate decarboxylase	Ornithine decarboxylase	Lysine decarboxylase	Tryptophanase	Phenylalanine ammonia-lyase	6-phospho-beta-galactosidase
Acinetobacter_baumannii_ANC_4097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_ATCC_17978	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_1734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_24	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_335	1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_NIPH_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_calcoaceticus_ANC_3680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_calcoaceticus_NIPH_13	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_guillouiae_CIP_63_46	1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Acinetobacter_guillouiae_NIPH_991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_haemolyticus_ATCC_19194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_haemolyticus_CIP_64_3	1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_haemolyticus_NIPH_261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_johnsonii_ANC_3681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_johnsonii_CIP_64_6	1	0	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	-1	0	0	0
Acinetobacter_junii_CIP_107470	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_junii_CIP_64_5	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_junii_NIPH_182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_lwoffii_CIP_70_31	0	0	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	0	1	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_lwoffii_NCTC_5866	1	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	-1	-1	0	0
Acinetobacter_lwoffii_NIPH_478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_lwoffii_NIPH_715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_nosocomialis_NIPH_2119	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_pittii_ANC_3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_pittii_CIP_70_29	1	0	-1	0	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	1	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_radioresistens_DSM_6976	1	0	1	0	1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	1	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Acinetobacter_radioresistens_NIPH_2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_1_str_4074	-1	0	1	-1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	-1	0	-1	0	0
Actinomyces_gerencseriae_DSM_6844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_israelii_DSM_43320	-1	0	0	-1	1	0	0	1	1	0	1	0	-1	-1	-1	1	0	1	-1	-1	0	-1	1	-1	-1	-1	-1	0	-1	0	-1
Actinomyces_massiliensis_4401292	0	0	0	0	-1	0	0	1	-1	-1	1	0	-1	-1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Actinomyces_naeslundii_str_Howell_279	-1	0	0	-1	-1	0	0	1	1	1	1	0	-1	-1	-1	-1	0	1	-1	-1	0	1	0	-1	-1	-1	-1	0	-1	0	-1
Actinomyces_timonensis_DSM_23838	0	0	0	0	-1	0	0	1	1	1	1	0	-1	-1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	0	0
Actinomyces_urogenitalis_DSM_15434	-1	0	0	0	1	-1	0	1	1	1	1	0	-1	-1	1	1	0	1	1	1	0	-1	-1	0	-1	-1	0	0	-1	0	-1
Acutalibacter_muris_KB18	-1	0	0	0	-1	0	0	0	1	1	1	0	1	1	-1	1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	0
Adlercreutzia_equolifaciens_DSM_19450	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	0	1	0	0	0	-1	0	-1
Adlercreutzia_muris_DSM_29508	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	1	-1	0	0	-1	0	-1
Advenella_mimigardefordensis_DPN7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus_viridans_ATCC_11563	-1	0	0	0	1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	1	0	-1	0	0	0	0
Aeromicrobium_massiliense_JC14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas_hydrophila_14	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	-1	0	0
Aeromonas_hydrophila_259	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0
Aeromonas_media_WS	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0
Afipia_birgiae_34632	1	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aggregatibacter_aphrophilus_ATCC_33389	0	0	0	0	1	0	0	0	-1	-1	1	-1	-1	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Aggregatibacter_segnis_ATCC_33393	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	0
Akkermansia_muciniphila_YL44	0	0	0	0	-1	0	0	-1	-1	-1	1	0	-1	-1	1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Alcaligenes_faecalis_subsp_faecalis_NBRC_13111	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	-1	0	0	0
Alistipes_finegoldii_DSM_17242	0	0	0	0	1	0	0	1	0	1	1	0	-1	1	1	-1	0	-1	1	1	0	-1	0	0	-1	0	0	0	0	0	-1
Alistipes_ihumii_AP11	0	0	0	0	1	0	0	0	-1	-1	-1	0	-1	-1	1	-1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Alistipes_indistinctus_YIT_12060	1	0	0	0	1	1	0	0	1	1	1	0	-1	1	1	-1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Alistipes_onderdonkii_DSM_19147	0	0	0	0	1	0	0	1	-1	1	1	0	-1	-1	1	-1	0	-1	1	1	0	-1	0	0	0	-1	0	0	1	0	-1
Alistipes_putredinis_DSM_17216	0	0	0	0	1	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	1	1	0	-1	0	0	-1	0	0	0	1	0	-1
Alistipes_senegalensis_JC50	0	0	0	0	0	0	0	-1	1	1	1	0	0	0	0	-1	0	-1	1	1	0	-1	0	0	-1	0	0	0	-1	0	-1
Alistipes_shahii_WAL_8301	0	0	0	0	1	0	0	1	1	1	1	0	-1	0	1	-1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Alistipes_timonensis_JC136	0	0	0	0	-1	0	0	-1	1	0	1	0	0	-1	0	-1	0	-1	1	1	0	-1	0	0	-1	0	0	0	0	0	-1
Alkaliphilus_transvaalensis_ATCC_700919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allobaculum_stercoricanis_DSM_13633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alloiococcus_otitis_ATCC_51267	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0
Alloprevotella_tannerae_ATCC_51259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alloscardovia_omnicolens_DSM_21503	0	0	0	0	-1	0	0	1	0	1	0	0	-1	-1	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Aminivibrio_pyruvatiphilus_DSM_25964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_hydrogenalis_DSM_7454	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	1	0	-1
Anaerococcus_lactolyticus_ATCC_51172	0	0	0	0	-1	0	0	-1	-1	-1	1	0	-1	-1	-1	-1	0	1	0	1	0	1	0	0	-1	-1	0	0	-1	0	1
Anaerococcus_prevotii_DSM_20548	0	0	0	0	-1	0	0	1	-1	1	-1	0	1	-1	-1	-1	0	0	-1	-1	0	1	0	0	-1	-1	0	0	-1	0	-1
Anaerococcus_senegalensis_JC48	0	0	0	0	0	0	0	-1	-1	-1	-1	0	1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	1	-1	0	0	1	0	-1
Anaerococcus_tetradius_ATCC_35098	0	0	0	0	-1	0	0	1	-1	0	-1	0	1	-1	0	-1	0	-1	-1	-1	0	-1	0	0	0	-1	0	0	-1	0	-1
Anaerococcus_vaginalis_ATCC_51170	0	0	0	0	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	1	-1	0	0	-1	0	0	1	-1	0	0	-1	0	-1
Anaerofustis_stercorihominis_DSM_17244	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Anaerosalibacter_bizertensis_Med78_601_WT_4W_RMD_3	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Anaerosalibacter_massiliensis_ND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerosporobacter_mobilis_DSM_15930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerostipes_caccae_DSM_14662	0	0	0	0	-1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Anaerostipes_hadrus_DSM_3319	0	0	0	0	-1	0	0	-1	-1	-1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	-1	0	0	0	0	1
Anaerotignum_lactatifermentans_DSM_14214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotignum_propionicum_DSM_1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotruncus_colihominis_DSM_17241	-1	0	0	0	-1	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	0	0	0	0	-1
Anaerovorax_odorimutans_DSM_5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum_DSM_20595	0	-1	0	0	1	1	0	1	-1	-1	1	0	-1	-1	1	-1	0	-1	0	-1	0	-1	1	0	-1	-1	0	0	-1	0	0
Ardenticatena_maritima_110S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter_castelli_DSM_16402	1	0	0	0	1	1	0	1	-1	-1	1	0	-1	-1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Auritidibacter_ignavus_IMMIB_L_1656	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacillus_altitudinis_41KF2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0
Bacillus_cereus_ATCC_10876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_cereus_ATCC_14579	1	0	-1	0	1	0	0	1	1	-1	-1	0	-1	0	1	0	0	0	0	0	0	-1	1	0	1	0	-1	-1	-1	0	0
Bacillus_cereus_biovar_anthracis_str_CI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_cereus_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_cereus_Rock3_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_fordii_DSM_16014	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_licheniformis_ATCC_14580	1	0	0	0	1	0	0	1	1	0	1	0	-1	0	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0
Bacillus_massiliosenegalensis_JC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_megaterium_NBRC_15308_ATCC_14581	1	0	0	0	1	-1	0	1	1	-1	1	0	-1	-1	-1	0	0	-1	0	0	0	-1	1	0	-1	0	-1	-1	-1	0	0
Bacillus_mycoides_DSM_2048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_pumilus_ATCC_7061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
Bacillus_rubiinfantis_mt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_subtilis_B_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_subtilis_str_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_subtilis_subsp_subtilis_str_NCIB_3610	1	0	0	0	1	0	0	1	1	0	1	0	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Bacillus_thuringiensis_serovar_berliner_ATCC_10792	1	0	0	0	1	0	0	-1	1	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0
Bacillus_timonensis_10403023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_vallismortis_DV1_F_3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_acidifaciens_JCM_10556	0	0	0	0	1	0	0	1	0	1	1	0	-1	1	1	1	0	1	1	1	0	-1	0	0	-1	-1	0	0	0	0	-1
Bacteroides_caccae_ATCC_43185	-1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	-1	0	0	-1	1	0	0	-1	0	-1
Bacteroides_caecimuris_I48	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Bacteroides_cellulosilyticus_DSM_14838	-1	0	-1	0	1	1	0	1	1	1	1	0	-1	1	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Bacteroides_clarus_YIT_12056	0	0	0	0	1	0	0	1	1	1	1	0	-1	-1	1	-1	0	-1	1	1	0	-1	0	0	0	1	0	0	1	0	-1
Bacteroides_coprosuis_DSM_18011	0	0	0	0	1	1	0	1	1	1	1	0	-1	-1	1	-1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Bacteroides_eggerthii_DSM_20697	0	0	0	0	1	0	0	1	1	1	1	-1	-1	-1	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Bacteroides_faecis_MAJ27	0	0	0	0	-1	0	0	1	1	1	1	0	-1	1	1	1	0	1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Bacteroides_finegoldii_DSM_17565	0	0	0	0	1	0	0	1	1	1	1	0	-1	-1	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	-1	0	-1
Bacteroides_fluxus_YIT_12057	-1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	-1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	1	0	-1
Bacteroides_fragilis_HMW_615	0	0	0	0	1	0	0	1	1	1	1	0	-1	1	1	-1	0	1	1	1	0	-1	0	0	-1	1	0	0	-1	0	-1
Bacteroides_fragilis_NCTC_9343	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	-1	0	0	1	1	0	-1	0	0	-1	1	0	0	-1	0	-1
Bacteroides_fragilis_str_3986_T_B_9	0	0	0	0	1	1	0	1	1	1	1	1	-1	1	1	-1	0	1	1	1	0	-1	0	0	-1	1	0	0	-1	0	-1
Bacteroides_gallinarum_DSM_18171_JCM_13658	0	0	0	0	1	0	0	1	1	-1	1	0	-1	1	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	-1	0	-1
Bacteroides_graminisolvens_DSM_19988	0	0	0	0	1	0	0	1	1	-1	1	0	-1	-1	-1	1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Bacteroides_helcogenes_P_36_108	0	0	0	0	1	0	0	1	1	0	1	0	-1	1	1	-1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	0
Bacteroides_intestinalis_341_DSM_17393	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Bacteroides_luti_DSM_26991	0	0	0	0	1	0	0	1	1	0	1	0	-1	1	1	1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	0	0	-1
Bacteroides_oleiciplenus_YIT_12058	1	0	0	0	1	0	0	1	1	1	1	0	-1	-1	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Bacteroides_ovatus_ATCC_8483	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	0	0	-1
Bacteroides_propionicifaciens_DSM_19291_JCM_14649	1	0	0	0	1	0	0	1	1	-1	1	0	-1	-1	0	1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	1
Bacteroides_pyogenes_JCM_10003	0	0	0	0	1	1	0	1	1	-1	1	0	-1	1	1	-1	0	-1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	1
Bacteroides_rodentium_JCM_16496	0	0	0	0	1	0	0	1	1	1	1	0	-1	1	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Bacteroides_salyersiae_WAL_10018	0	0	0	0	1	0	0	1	1	1	1	0	0	-1	1	-1	0	-1	1	1	0	-1	0	0	0	1	0	0	1	0	-1
Bacteroides_stercoris_ATCC_43183	0	0	0	0	1	1	0	1	1	-1	1	0	-1	1	1	-1	0	-1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Bacteroides_thetaiotaomicron_VPI_5482	0	0	0	0	1	0	0	1	1	1	1	0	-1	1	1	1	0	1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Bacteroides_timonensis_AP1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	0	0	-1
